HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,SOFTWARE,LANGUAGE,Defective
28.43,13.42,5120.93,0.13,75,0.07,284.5,381.56,0,0,0
30.61,23.1,16332.07,0.24,128,0.04,907.34,707.02,0,0,0
25.62,24.42,15282.02,0.21,122,0.04,849.0,625.77,0,0,0
27.08,39.72,42716.37,0.36,197,0.03,2373.13,1075.51,0,0,0
54.44,19.25,20172.82,0.35,176,0.05,1120.71,1047.94,0,0,0
54.55,14.84,12009.6,0.27,140,0.07,667.2,809.39,0,0,0
127.7,71.54,653537.1,3.05,1177,0.01,36307.62,9135.35,0,0,1
53.31,12.89,8852.8,0.23,123,0.08,491.82,686.95,0,0,0
46.15,27.11,33930.43,0.42,211,0.04,1885.02,1251.39,0,0,1
27.05,14.25,5493.37,0.13,74,0.07,305.19,385.5,0,0,1
97.49,20.91,42621.97,0.68,314,0.05,2367.89,2038.44,0,0,0
61.64,16.96,17733.62,0.35,177,0.06,985.2,1045.52,0,0,0
28.75,5.5,869.68,0.05,36,0.18,48.32,158.12,0,0,0
31.67,15.0,7125.0,0.16,95,0.07,395.83,475.0,0,0,0
175.18,28.52,142535.33,1.67,695,0.04,7918.63,4996.93,0,0,1
36.74,14.57,7799.92,0.18,102,0.07,433.33,535.29,0,0,0
24.41,8.36,1704.86,0.07,51,0.12,94.71,204.0,0,0,0
54.3,7.89,3382.91,0.14,80,0.13,187.94,428.6,0,0,0
53.63,18.46,18269.63,0.33,172,0.05,1014.98,989.84,0,0,1
234.02,26.64,166113.93,2.08,822,0.04,9228.55,6234.84,0,0,1
78.96,22.12,38620.28,0.58,269,0.05,2145.57,1746.31,0,0,1
11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,0,0,0
124.44,13.9,24028.83,0.58,262,0.07,1334.93,1729.18,0,0,0
208.02,26.3,143936.36,1.82,753,0.04,7996.46,5471.89,0,0,0
51.3,7.64,2991.43,0.13,77,0.13,166.19,391.73,0,0,0
108.84,15.19,25107.55,0.55,263,0.07,1394.86,1653.06,0,0,0
68.36,18.78,24116.87,0.43,214,0.05,1339.83,1284.0,0,0,0
30.19,7.85,1858.26,0.08,51,0.13,103.24,236.84,0,0,0
10.63,3.75,149.49,0.01,12,0.27,8.3,39.86,0,0,0
40.21,43.24,75169.98,0.58,292,0.02,4176.1,1738.63,0,0,0
30.25,10.71,3467.15,0.11,66,0.09,192.62,323.85,0,0,0
34.37,26.52,24176.72,0.3,168,0.04,1343.15,911.61,0,0,0
56.67,6.13,2126.03,0.12,73,0.16,118.11,347.11,0,0,0
23.83,11.5,3151.22,0.09,57,0.09,175.07,274.02,0,0,0
26.81,10.4,2899.8,0.09,58,0.1,161.1,278.83,0,0,0
36.37,50.39,92350.98,0.61,299,0.02,5130.61,1832.66,0,0,0
16.39,3.5,200.76,0.02,16,0.29,11.15,57.36,0,0,0
31.11,12.06,4520.83,0.13,75,0.08,251.16,375.0,0,0,0
39.47,43.33,74124.42,0.57,283,0.02,4118.02,1710.56,0,0,0
13.47,16.0,3447.89,0.07,47,0.06,191.55,215.49,0,0,0
19.97,17.33,5999.58,0.12,72,0.06,333.31,346.13,0,0,0
19.97,17.33,5999.58,0.12,72,0.06,333.31,346.13,0,0,0
14.65,4.8,337.48,0.02,19,0.21,18.75,70.31,0,0,0
19.29,6.43,797.14,0.04,31,0.16,44.29,124.0,0,0,0
9.14,10.0,913.77,0.03,24,0.1,50.76,91.38,0,0,0
17.77,9.0,1439.2,0.05,37,0.11,79.96,159.91,0,0,1
17.77,9.0,1439.2,0.05,37,0.11,79.96,159.91,0,0,1
36.78,7.07,1838.97,0.09,56,0.14,102.16,260.06,0,0,0
97.85,22.12,47876.6,0.72,331,0.05,2659.81,2164.46,0,0,0
20.41,6.13,765.75,0.04,32,0.16,42.54,125.02,0,0,0
39.8,9.0,3223.83,0.12,73,0.11,179.1,358.2,0,0,0
23.34,6.11,871.59,0.05,33,0.16,48.42,142.62,0,0,0
18.1,9.63,1676.34,0.06,41,0.1,93.13,174.17,0,0,0
54.04,77.46,324260.81,1.4,605,0.01,18014.49,4185.91,0,0,1
21.16,9.1,1752.37,0.06,42,0.11,97.35,192.57,0,0,0
28.78,18.12,9456.28,0.17,95,0.06,525.35,521.73,0,0,0
35.02,17.25,10420.79,0.2,110,0.06,578.93,604.1,0,0,0
14.04,2.0,56.15,0.01,10,0.5,3.12,28.07,0,0,0
30.93,16.0,7919.03,0.16,93,0.06,439.95,494.94,0,0,0
10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,0,0,0
21.8,6.19,834.61,0.04,33,0.16,46.37,134.89,0,0,0
26.21,7.0,1284.34,0.06,44,0.14,71.35,183.48,0,0,0
17.05,8.25,1160.35,0.05,36,0.12,64.45,140.65,0,0,0
8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,0,0,0
38.77,13.2,6756.06,0.17,99,0.08,375.34,511.82,0,0,0
16.28,6.0,586.03,0.03,25,0.17,32.56,97.67,0,0,0
27.99,13.05,4767.45,0.12,86,0.08,264.86,365.32,0,0,0
9.97,4.67,217.03,0.02,14,0.21,12.06,46.51,0,0,0
11.78,7.0,577.18,0.03,23,0.14,32.07,82.45,0,0,0
59.16,12.6,9398.15,0.25,135,0.08,522.12,745.68,0,0,0
9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,0,0,0
26.31,23.5,14529.3,0.21,126,0.04,807.18,618.27,0,0,0
10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,0,0,0
10.0,3.0,90.0,0.01,10,0.33,5.0,30.0,0,0,0
9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,0,0,0
37.54,7.6,2168.23,0.1,60,0.13,120.46,285.29,0,0,0
34.64,8.36,2419.46,0.1,64,0.12,134.41,289.51,0,0,0
30.16,9.73,2855.37,0.1,64,0.1,158.63,293.44,0,0,0
18.1,16.36,4845.73,0.1,63,0.06,269.21,296.13,0,0,0
91.32,55.88,285170.84,1.7,729,0.02,15842.82,5103.0,0,0,0
30.45,20.71,13065.14,0.21,122,0.05,725.84,630.73,0,0,0
64.31,12.0,9260.02,0.26,146,0.08,514.45,771.67,0,0,0
47.3,45.77,99082.56,0.72,336,0.02,5504.59,2164.83,0,0,0
18.87,19.62,7260.95,0.12,77,0.05,403.39,370.17,0,0,0
79.18,42.02,139798.54,1.11,541,0.02,7766.59,3327.01,0,0,0
11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,0,0,0
72.67,51.47,192513.32,1.25,568,0.02,10695.18,3740.26,0,0,1
38.85,12.28,5856.79,0.16,93,0.08,325.38,477.02,0,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,0,0,0
30.99,33.52,34816.7,0.35,187,0.03,1934.26,1038.71,0,0,1
50.79,25.26,32401.84,0.43,219,0.04,1800.1,1282.9,0,0,0
21.83,10.42,2369.07,0.08,51,0.1,131.62,227.43,0,0,0
56.02,48.06,129374.54,0.9,407,0.02,7187.47,2692.19,0,0,0
73.61,37.75,104901.75,0.93,422,0.03,5827.87,2778.85,0,0,0
13.72,10.56,1531.0,0.05,33,0.09,85.06,144.95,0,0,0
10.03,14.67,2158.18,0.05,36,0.07,119.9,147.15,0,0,0
133.35,38.57,198396.43,1.71,695,0.03,11022.02,5143.61,0,0,0
86.16,18.26,28729.02,0.52,255,0.05,1596.06,1573.33,0,0,0
77.8,40.25,126046.47,1.04,438,0.02,7002.58,3131.59,0,0,0
16.39,3.5,200.76,0.02,16,0.29,11.15,57.36,0,0,0
27.4,20.78,11829.84,0.19,111,0.05,657.21,569.35,0,0,0
35.6,12.89,5919.2,0.15,91,0.08,328.84,459.04,0,0,0
48.89,26.83,35190.17,0.44,217,0.04,1955.01,1311.63,0,0,0
59.87,15.65,14671.27,0.31,150,0.06,815.07,937.19,0,0,0
21.82,22.85,11393.4,0.17,95,0.04,632.97,498.55,0,0,0
34.56,8.63,2570.73,0.1,62,0.12,142.82,298.06,0,0,0
12.74,7.86,786.33,0.03,24,0.13,43.68,100.08,0,0,0
40.4,11.25,5113.63,0.15,86,0.09,284.09,454.54,0,0,0
36.57,15.24,8490.44,0.19,104,0.07,471.69,557.19,0,0,1
12.4,5.63,392.28,0.02,22,0.18,21.79,69.74,0,0,0
12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,0,0,0
33.12,3.33,368.04,0.04,29,0.3,20.45,110.41,0,0,0
32.0,11.63,4329.68,0.12,72,0.09,240.54,372.23,0,0,0
48.31,17.63,15014.65,0.28,156,0.06,834.15,851.67,0,0,0
151.5,22.73,78244.98,1.15,488,0.04,4346.94,3442.98,0,0,0
171.78,29.58,150305.78,1.69,702,0.03,8350.32,5081.36,0,0,1
293.68,43.41,553518.63,4.25,1500,0.02,30751.03,12749.77,0,0,1
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0
37.64,2.0,150.57,0.03,21,0.5,8.36,75.28,0,0,0
34.69,2.67,246.7,0.03,25,0.38,13.71,92.51,0,0,0
34.69,2.67,246.7,0.03,25,0.38,13.71,92.51,0,0,0
7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0,0,0
11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,0,0,0
12.85,3.5,157.4,0.01,13,0.29,8.74,44.97,0,0,0
164.09,23.26,88801.93,1.27,537,0.04,4933.44,3817.28,0,0,1
33.12,3.33,368.04,0.04,29,0.3,20.45,110.41,0,0,0
34.69,2.67,246.7,0.03,25,0.38,13.71,92.51,0,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,0,0,0
7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0,0,0
10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,0,0,0
11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,0,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,0,0,0
21.15,3.5,259.02,0.02,20,0.29,14.39,74.01,0,0,0
10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,0,0,0
104.25,54.33,307757.08,1.89,790,0.02,17097.62,5664.24,0,0,0
13.75,21.0,6065.91,0.1,63,0.05,336.99,288.85,0,0,0
38.41,13.45,6946.75,0.17,92,0.07,385.93,516.54,0,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,0,0,0
105.02,18.86,37359.42,0.66,318,0.05,2075.52,1980.76,0,0,0
45.77,7.71,2723.97,0.12,70,0.13,151.33,353.11,0,0,0
34.23,5.25,943.51,0.06,46,0.19,52.42,179.72,0,0,0
19.24,15.5,4622.3,0.1,69,0.06,256.79,298.21,0,0,0
61.36,23.68,34405.27,0.48,247,0.04,1911.4,1453.01,0,0,0
16.29,9.29,1404.34,0.05,37,0.11,78.02,151.24,0,0,0
16.29,9.29,1404.34,0.05,37,0.11,78.02,151.24,0,0,0
61.85,12.04,8964.95,0.25,130,0.08,498.05,744.63,0,0,0
22.83,23.0,12075.0,0.18,105,0.04,670.83,525.0,0,0,0
11.52,3.75,161.94,0.01,13,0.27,9.0,43.19,0,0,0
24.32,7.64,1418.49,0.06,40,0.13,78.8,185.75,0,0,0
52.18,33.32,57931.89,0.58,292,0.03,3218.44,1738.63,0,0,0
27.26,22.11,13319.21,0.2,114,0.05,739.96,602.54,0,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,0,0
27.24,2.29,142.33,0.02,18,0.44,7.91,62.27,0,0,0
89.42,13.73,16858.82,0.41,201,0.07,936.6,1227.81,0,0,1
171.89,27.21,127275.78,1.56,625,0.04,7070.88,4677.38,0,0,0
34.11,2.14,156.61,0.02,22,0.47,8.7,73.08,0,0,0
34.26,11.57,4586.97,0.13,75,0.09,254.83,396.41,0,0,0
57.09,3.88,860.54,0.07,49,0.26,47.81,221.65,0,0,0
66.12,13.9,12780.02,0.31,155,0.07,710.0,919.26,0,0,0
27.2,13.24,4764.71,0.12,72,0.08,264.71,360.0,0,0,0
47.22,11.69,6449.49,0.18,103,0.09,358.3,551.83,0,0,0
56.52,13.19,9840.36,0.25,129,0.08,546.69,745.8,0,0,1
33.23,9.41,2943.55,0.1,62,0.11,163.53,312.75,0,0,0
31.71,8.91,2515.03,0.09,57,0.11,139.72,282.39,0,0,0
60.5,14.75,13163.37,0.3,153,0.07,731.3,892.43,0,0,0
93.81,15.69,23101.5,0.49,241,0.06,1283.42,1472.15,0,0,0
58.05,14.68,12512.17,0.28,151,0.07,695.12,852.22,0,0,0
118.83,46.92,261640.64,1.86,781,0.02,14535.59,5575.99,0,0,0
31.58,9.5,2850.0,0.1,60,0.11,158.33,300.0,0,0,0
83.0,51.6,220979.91,1.43,607,0.02,12276.66,4282.56,0,0,1
45.05,29.27,38588.27,0.44,213,0.03,2143.79,1318.43,0,0,1
94.81,13.88,18268.21,0.44,210,0.07,1014.9,1316.03,0,0,0
28.66,11.47,3771.09,0.11,67,0.09,209.5,328.76,0,0,0
36.77,11.48,4842.06,0.14,81,0.09,269.0,421.97,0,0,0
54.96,8.31,3793.04,0.15,87,0.12,210.72,456.57,0,0,0
12.33,7.2,639.44,0.03,24,0.14,35.52,88.81,0,0,0
13.0,3.0,117.0,0.01,13,0.33,6.5,39.0,0,0,0
14.28,19.94,5674.43,0.09,67,0.05,315.25,284.61,0,0,0
8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,0,0,0
10.71,10.83,1256.67,0.04,29,0.09,69.81,116.0,0,0,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,0,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,0,0
13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,0,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,0,0,0
0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,0,0
124.12,29.01,104460.67,1.2,526,0.03,5803.37,3600.73,0,0,0
102.23,12.09,14944.77,0.41,211,0.08,830.27,1236.03,0,0,1
99.18,16.49,26973.57,0.55,261,0.06,1498.53,1635.63,0,0,0
46.37,57.0,150670.96,0.88,466,0.02,8370.61,2643.35,0,0,0
24.0,15.38,5680.1,0.12,76,0.07,315.56,369.21,0,0,0
46.84,21.46,21576.47,0.34,182,0.05,1198.69,1005.29,0,0,0
9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,0,0,0
24.31,14.06,4807.12,0.11,69,0.07,267.06,341.84,0,0,0
45.35,25.34,29117.23,0.38,193,0.04,1617.62,1149.16,0,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,0,0
22.84,25.89,15315.78,0.2,109,0.04,850.88,591.46,0,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,0,0
22.84,25.89,15315.78,0.2,109,0.04,850.88,591.46,0,0,0
83.37,31.3,81653.73,0.87,399,0.03,4536.32,2609.12,0,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,0,0
33.99,15.21,7863.73,0.17,100,0.07,436.87,516.99,0,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0,0,0
71.49,34.84,86774.3,0.83,380,0.03,4820.79,2490.74,0,0,0
44.36,16.56,12163.87,0.24,141,0.06,675.77,734.53,0,0,0
25.24,19.95,10047.02,0.17,94,0.05,558.17,503.61,0,0,0
46.13,14.44,9617.77,0.22,122,0.07,534.32,666.05,0,0,0
48.82,16.55,13373.72,0.27,148,0.06,742.98,808.0,0,0,0
21.05,9.8,2021.97,0.07,45,0.1,112.33,206.32,0,0,0
21.05,9.8,2021.97,0.07,45,0.1,112.33,206.32,0,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,0,0,0
30.91,8.62,2294.05,0.09,56,0.12,127.45,266.27,0,0,0
53.81,14.9,11951.03,0.27,140,0.07,663.95,801.91,0,0,0
24.2,5.0,605.07,0.04,28,0.2,33.61,121.01,0,0,0
47.35,11.12,5850.56,0.18,97,0.09,325.03,526.35,0,0,0
55.58,14.56,11789.43,0.27,142,0.07,654.97,809.46,0,0,0
9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,0,0,0
68.78,26.32,47644.35,0.6,288,0.04,2646.91,1810.2,0,0,0
73.78,17.29,22066.31,0.43,231,0.06,1225.91,1275.94,0,0,0
10.9,12.0,1569.59,0.04,32,0.08,87.2,130.8,0,0,0
17.29,12.0,2489.43,0.07,48,0.08,138.3,207.45,0,0,0
35.27,13.74,6655.21,0.16,93,0.07,369.73,484.48,0,0,0
15.6,6.67,693.33,0.03,26,0.15,38.52,104.0,0,0,0
13.38,8.25,910.48,0.04,27,0.12,50.58,110.36,0,0,0
20.27,9.17,1703.56,0.06,43,0.11,94.64,185.84,0,0,0
125.84,27.25,93428.15,1.14,486,0.04,5190.45,3428.87,0,0,0
243.12,22.99,128457.87,1.86,750,0.04,7136.55,5588.41,0,0,0
38.22,5.65,1221.78,0.07,50,0.18,67.88,216.1,0,0,0
44.75,18.67,15592.09,0.28,148,0.05,866.23,835.29,0,0,1
84.37,19.2,31093.83,0.54,267,0.05,1727.43,1619.65,0,0,0
37.89,24.18,22153.96,0.31,171,0.04,1230.78,916.14,0,0,0
49.79,9.48,4476.07,0.16,87,0.11,248.67,472.09,0,0,0
17.89,5.14,473.14,0.03,23,0.19,26.29,92.0,0,0,0
11.51,4.5,233.13,0.02,14,0.22,12.95,51.81,0,0,0
11.85,4.5,239.86,0.02,14,0.22,13.33,53.3,0,0,0
20.02,8.13,1321.34,0.05,39,0.12,73.41,162.63,0,0,0
21.19,6.75,965.66,0.05,35,0.15,53.65,143.06,0,0,0
24.97,20.38,10375.62,0.17,97,0.05,576.42,509.05,0,0,0
16.78,11.2,2105.41,0.06,41,0.09,116.97,187.98,0,0,0
66.11,50.27,167072.98,1.11,496,0.02,9281.83,3323.42,0,0,0
49.27,18.53,16907.83,0.3,151,0.05,939.32,912.7,0,0,0
78.4,74.77,438244.07,1.95,821,0.01,24346.89,5861.57,0,0,0
47.49,47.96,109246.59,0.76,350,0.02,6069.25,2277.73,0,0,0
16.89,4.5,342.0,0.03,19,0.22,19.0,76.0,0,0,0
29.39,5.0,734.73,0.05,34,0.2,40.82,146.95,0,0,0
75.03,66.0,326814.89,1.65,685,0.02,18156.38,4951.74,0,0,0
78.29,48.05,180758.79,1.25,565,0.02,10042.15,3761.89,0,0,0
37.5,29.45,32535.15,0.37,187,0.03,1807.51,1104.59,0,0,0
61.55,8.25,4189.34,0.17,99,0.12,232.74,507.8,0,0,0
29.49,24.0,16987.59,0.24,133,0.04,943.76,707.82,0,0,0
16.02,7.14,817.49,0.04,28,0.14,45.42,114.45,0,0,0
22.03,12.0,3172.85,0.09,55,0.08,176.27,264.4,0,0,0
25.23,9.5,2277.36,0.08,51,0.11,126.52,239.72,0,0,0
26.81,8.03,1732.23,0.07,47,0.12,96.24,215.49,0,0,0
45.89,35.45,57670.7,0.54,262,0.03,3203.93,1626.88,0,0,0
24.7,7.22,1288.28,0.06,40,0.14,71.57,178.38,0,0,0
24.08,7.22,1256.07,0.06,39,0.14,69.78,173.92,0,0,0
25.0,13.6,4624.0,0.11,68,0.07,256.89,340.0,0,0,0
50.43,10.62,5682.29,0.18,102,0.09,315.68,535.29,0,0,0
35.81,12.33,5446.65,0.15,90,0.08,302.59,441.62,0,0,0
183.65,7.02,9044.12,0.43,214,0.14,502.45,1288.79,0,0,0
22.78,2.33,124.02,0.02,16,0.43,6.89,53.15,0,0,0
20.18,16.36,5403.6,0.11,73,0.06,300.2,330.22,0,0,0
25.58,13.2,4456.28,0.11,71,0.08,247.57,337.6,0,0,0
58.73,53.2,166215.79,1.04,538,0.02,9234.21,3124.36,0,0,0
22.35,7.27,1181.93,0.05,37,0.14,65.66,162.52,0,0,0
29.6,24.29,17460.6,0.24,137,0.04,970.03,718.97,0,0,0
8.79,12.0,1265.83,0.04,27,0.08,70.32,105.49,0,0,0
11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0,0,0
22.65,4.88,538.26,0.04,29,0.21,29.9,110.41,0,0,0
12.09,14.14,2417.96,0.06,41,0.07,134.33,170.97,0,0,0
14.67,14.67,3156.61,0.07,49,0.07,175.37,215.22,0,0,0
13.0,3.0,117.0,0.01,13,0.33,6.5,39.0,0,0,0
7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0,0,0
8.79,12.0,1265.83,0.04,27,0.08,70.32,105.49,0,0,0
11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0,0,0
22.65,4.88,538.26,0.04,29,0.21,29.9,110.41,0,0,0
12.09,14.14,2417.96,0.06,41,0.07,134.33,170.97,0,0,0
14.67,14.67,3156.61,0.07,49,0.07,175.37,215.22,0,0,0
13.0,3.0,117.0,0.01,13,0.33,6.5,39.0,0,0,0
7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0,0,0
8.79,12.0,1265.83,0.04,27,0.08,70.32,105.49,0,0,0
11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0,0,0
22.65,4.88,538.26,0.04,29,0.21,29.9,110.41,0,0,0
12.09,14.14,2417.96,0.06,41,0.07,134.33,170.97,0,0,0
14.67,14.67,3156.61,0.07,49,0.07,175.37,215.22,0,0,0
13.0,3.0,117.0,0.01,13,0.33,6.5,39.0,0,0,0
7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0,0,0
71.01,24.77,43561.75,0.59,279,0.04,2420.1,1758.75,0,0,0
16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0,0,0
16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0,0,0
16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0,0,0
16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0,0,0
16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0,0,0
16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0,0,0
16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0,0,0
17.03,14.68,3670.2,0.08,52,0.07,203.9,249.98,0,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,0,0,0
11.86,4.38,227.03,0.02,15,0.23,12.61,51.89,0,0,0
11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0,0,0
17.16,6.19,657.1,0.04,25,0.16,36.51,106.2,0,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,0,0,0
10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,0,0,0
11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0,0,0
19.71,5.5,596.3,0.04,26,0.18,33.13,108.42,0,0,0
22.53,13.93,4371.1,0.1,66,0.07,242.84,313.82,0,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,0,0,0
10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,0,0,0
30.54,11.65,4143.37,0.12,74,0.09,230.19,355.74,0,0,0
21.39,22.46,10795.37,0.16,97,0.04,599.74,480.56,0,0,0
140.31,37.2,194194.61,1.74,696,0.03,10788.59,5219.89,0,0,0
45.51,16.36,12184.85,0.25,130,0.06,676.94,744.63,0,0,0
35.45,10.29,3750.81,0.12,70,0.1,208.38,364.66,0,0,0
15.83,13.82,3022.38,0.07,46,0.07,167.91,218.72,0,0,0
39.73,19.35,14882.34,0.26,133,0.05,826.8,768.92,0,0,0
58.36,41.38,99929.77,0.8,372,0.02,5551.65,2414.97,0,0,0
52.05,21.71,24543.69,0.38,187,0.05,1363.54,1130.3,0,0,0
9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,0,0,0
31.79,17.86,10140.57,0.19,104,0.06,563.36,567.78,0,0,0
90.85,21.94,43721.41,0.66,307,0.05,2428.97,1993.0,0,0,1
37.27,15.43,8872.37,0.19,114,0.06,492.91,575.06,0,0,1
10.75,7.0,526.99,0.03,21,0.14,29.28,75.28,0,0,0
76.03,28.98,63864.99,0.73,342,0.03,3548.06,2203.49,0,0,0
9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,0,0,0
35.13,12.55,5531.32,0.15,84,0.08,307.3,440.83,0,0,1
104.75,22.14,51324.87,0.77,349,0.05,2851.38,2318.71,0,0,1
46.76,12.0,6732.92,0.19,118,0.08,374.05,561.08,0,0,1
37.6,9.75,3574.45,0.12,74,0.1,198.58,366.61,0,0,0
9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,0,0,0
10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,0,0,0
