HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,SOFTWARE,LANGUAGE,Defective
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1
